whenready,0,"Short answer: Ready when its ready, we don't know.??NL??Long answer: You can help it be finished faster by volunteering yourself. This project is entirely volunteer driven and no amount of asking or money will get it to finished state. We don't know when its ready or even if it will be within next 10-30 years. Only thing you can do is volunteer to realistically help advance consistently faster."
bestblog,0,"http://based.quest/"
